subcategory,product_id,manufacturer,sku,product_name,category,brand,unit_of_measure,standard_cost,minimum_advertisable_price,list_price,weight_lbs,is_active,is_apex,margin_pct,map_headroom_pct,price_hierarchy_valid,has_apex_competitor
grinding_wheels,APX-01679,apex,SKU-001679,Apex Industrial Grinding Wheels M8 #28,abrasives,Apex Industrial,each,3.58,4.74,5.69,1.554,true,true,37.08,16.7,true,true
grinding_wheels,APX-01693,apex,SKU-001693,Apex Industrial Grinding Wheels 1/2-13 #42,abrasives,Apex Industrial,each,10.8,14.01,15.88,0.904,true,true,31.99,11.78,true,true
grinding_wheels,APX-01694,apex,SKU-001694,Apex Industrial Grinding Wheels M6 #43,abrasives,Apex Industrial,each,6.77,8.76,9.76,0.751,true,true,30.64,10.25,true,true
grinding_wheels,APX-01716,apex,SKU-001716,Apex Industrial Grinding Wheels M6 #65,abrasives,Apex Industrial,each,2.25,2.93,3.62,1.169,true,true,37.85,19.06,true,true
sanding_discs,APX-01737,apex,SKU-001737,Apex Industrial Sanding Discs 3/8-16 #1,abrasives,Apex Industrial,each,4.74,6.34,7.28,0.504,false,true,34.89,12.91,true,true
sanding_discs,APX-01749,apex,SKU-001749,Apex Industrial Sanding Discs 3/8-16 #13,abrasives,Apex Industrial,each,4.93,5.68,6.52,1.114,true,true,24.39,12.88,true,true
sanding_discs,APX-01753,apex,SKU-001753,Apex Industrial Sanding Discs M8 #17,abrasives,Apex Industrial,each,20.44,24.17,29.81,0.324,true,true,31.43,18.92,true,true
sanding_discs,APX-01770,apex,SKU-001770,Apex Industrial Sanding Discs 3/8-16 #34,abrasives,Apex Industrial,each,15.79,20.86,25.72,0.417,true,true,38.61,18.9,true,true
sanding_discs,APX-01772,apex,SKU-001772,Apex Industrial Sanding Discs 1/4-20 #36,abrasives,Apex Industrial,each,33.46,41.09,49.59,1.024,true,true,32.53,17.14,true,true
sanding_discs,APX-01776,apex,SKU-001776,Apex Industrial Sanding Discs 1/4-20 #40,abrasives,Apex Industrial,each,6.19,8.25,10.11,0.121,true,true,38.77,18.4,true,true
sanding_discs,APX-01778,apex,SKU-001778,Apex Industrial Sanding Discs 5/8-11 #42,abrasives,Apex Industrial,each,13.91,17.68,22.1,0.18,true,true,37.06,20,true,true
sanding_discs,APX-01785,apex,SKU-001785,Apex Industrial Sanding Discs 5/8-11 #49,abrasives,Apex Industrial,each,12.87,16.8,21.06,1.729,true,true,38.89,20.23,true,true
sanding_discs,APX-01808,apex,SKU-001808,Apex Industrial Sanding Discs M6 #72,abrasives,Apex Industrial,each,2.98,3.97,4.47,0.696,true,true,33.33,11.19,true,true
flap_wheels,APX-01828,apex,SKU-001828,Apex Industrial Flap Wheels 3/8-16 #12,abrasives,Apex Industrial,each,7.8,9.35,10.59,1.078,true,true,26.35,11.71,true,true
flap_wheels,APX-01861,apex,SKU-001861,Apex Industrial Flap Wheels M12 #45,abrasives,Apex Industrial,each,20.64,27.77,30.95,0.718,true,true,33.31,10.27,true,true
flap_wheels,APX-01864,apex,SKU-001864,Apex Industrial Flap Wheels 1/4-20 #48,abrasives,Apex Industrial,each,2.97,3.62,3.98,0.481,true,true,25.38,9.05,true,true
flap_wheels,APX-01871,apex,SKU-001871,Apex Industrial Flap Wheels 5/8-11 #55,abrasives,Apex Industrial,each,5.26,6.8,7.97,20.628,true,true,34,14.68,true,true
flap_wheels,APX-01874,apex,SKU-001874,Apex Industrial Flap Wheels 5/8-11 #58,abrasives,Apex Industrial,each,4.68,5.97,6.79,1.289,true,true,31.08,12.08,true,true
wire_brushes,APX-01905,apex,SKU-001905,Apex Elite Wire Brushes M6 #2,abrasives,Apex Elite,each,25.47,29.35,33.79,0.249,true,true,24.62,13.14,true,true
wire_brushes,APX-01945,apex,SKU-001945,Apex Elite Wire Brushes M10 #42,abrasives,Apex Elite,each,2.77,3.37,3.78,1.8,true,true,26.72,10.85,true,true
polishing,APX-01988,apex,SKU-001988,Apex Prime Polishing M10 #10,abrasives,Apex Prime,each,29.02,35.04,44.61,0.559,true,true,34.95,21.45,true,true
polishing,APX-01994,apex,SKU-001994,Apex Prime Polishing 1/2-13 #16,abrasives,Apex Prime,each,17.67,21.15,23.9,2.021,true,true,26.07,11.51,true,true
polishing,APX-02006,apex,SKU-002006,Apex Prime Polishing 1/4-20 #28,abrasives,Apex Prime,each,6.93,8.47,9.63,1.389,true,true,28.04,12.05,true,true
polishing,APX-02008,apex,SKU-002008,Apex Prime Polishing 1/2-13 #30,abrasives,Apex Prime,each,4.22,4.99,5.61,2.768,true,true,24.78,11.05,true,true
polishing,APX-02021,apex,SKU-002021,Apex Prime Polishing M6 #43,abrasives,Apex Prime,each,6.36,8.4,9.79,4.786,true,true,35.04,14.2,true,true
polishing,APX-02026,apex,SKU-002026,Apex Prime Polishing M6 #48,abrasives,Apex Prime,each,7.47,9.31,11.81,1.943,true,true,36.75,21.17,true,true
polishing,APX-02032,apex,SKU-002032,Apex Prime Polishing 1/2-13 #54,abrasives,Apex Prime,each,10.17,12.62,14.51,0.35,true,true,29.91,13.03,true,true
hex_bolts,TIT-02067,titangrip,null,TitanGrip Hex Bolts M10 #2,fasteners,TitanGrip,box_of_100,null,null,13.26,null,true,false,null,null,null,true
hex_bolts,TIT-02068,titangrip,null,TitanGrip Hex Bolts M6 #3,fasteners,TitanGrip,box_of_100,null,null,12.76,null,true,false,null,null,null,true
hex_bolts,TIT-02079,titangrip,null,TitanGrip Hex Bolts 3/8-16 #14,fasteners,TitanGrip,box_of_100,null,null,18.56,null,true,false,null,null,null,true
screws,TIT-02110,titangrip,null,TitanGrip Screws M8 #17,fasteners,TitanGrip,box_of_100,null,null,10.85,null,true,false,null,null,null,true
nuts_washers,TIT-02133,titangrip,null,TitanForce Nuts Washers 3/8-16 #10,fasteners,TitanForce,box_of_100,null,null,2.32,null,true,false,null,null,null,true
anchors,TIT-02163,titangrip,null,TitanGrip Pro Anchors 3/8-16 #7,fasteners,TitanGrip Pro,box_of_100,null,null,10.62,null,true,false,null,null,null,true
anchors,TIT-02177,titangrip,null,TitanGrip Pro Anchors 1/2-13 #21,fasteners,TitanGrip Pro,box_of_100,null,null,4.51,null,true,false,null,null,null,true
anchors,TIT-02190,titangrip,null,TitanGrip Pro Anchors 3/8-16 #34,fasteners,TitanGrip Pro,box_of_100,null,null,9.97,null,true,false,null,null,null,true
rivets,TIT-02205,titangrip,null,TitanGrip Pro Rivets 3/8-16 #15,fasteners,TitanGrip Pro,box_of_100,null,null,28.02,null,true,false,null,null,null,true
rivets,TIT-02220,titangrip,null,TitanGrip Pro Rivets 1/4-20 #30,fasteners,TitanGrip Pro,box_of_100,null,null,4.72,null,true,false,null,null,null,true
epoxy,TIT-02233,titangrip,null,TitanForce Epoxy M6 #8,adhesives,TitanForce,each,null,null,4.58,null,true,false,null,null,null,true
structural,TIT-02260,titangrip,null,TitanGrip Pro Structural 1/2-13 #3,adhesives,TitanGrip Pro,each,null,null,4.07,null,true,false,null,null,null,true
tape,TIT-02304,titangrip,null,TitanGrip Tape M8 #12,adhesives,TitanGrip,each,null,null,8.89,null,true,false,null,null,null,true
sealant,TIT-02327,titangrip,null,TitanGrip Pro Sealant M6 #8,adhesives,TitanGrip Pro,each,null,null,4.22,null,true,false,null,null,null,true
sealant,TIT-02333,titangrip,null,TitanGrip Pro Sealant 1/4-20 #14,adhesives,TitanGrip Pro,each,null,null,9.14,null,true,false,null,null,null,true
spray,TIT-02357,titangrip,null,TitanForce Spray M6 #11,adhesives,TitanForce,each,null,null,7.08,null,true,false,null,null,null,true
spray,TIT-02363,titangrip,null,TitanForce Spray M12 #17,adhesives,TitanForce,each,null,null,4.67,null,true,false,null,null,null,true
spray,TIT-02377,titangrip,null,TitanForce Spray M6 #31,adhesives,TitanForce,each,null,null,21.41,null,true,false,null,null,null,true
fall_protection,TIT-02386,titangrip,null,TitanGrip Fall Protection M12 #9,safety,TitanGrip,each,null,null,5.81,null,true,false,null,null,null,true
fall_protection,TIT-02404,titangrip,null,TitanGrip Fall Protection 1/4-20 #27,safety,TitanGrip,each,null,null,29.75,null,true,false,null,null,null,true
fall_protection,TIT-02407,titangrip,null,TitanGrip Fall Protection 1/2-13 #30,safety,TitanGrip,each,null,null,7.94,null,true,false,null,null,null,true
ppe,TIT-02418,titangrip,null,TitanGrip Ppe 3/8-16 #7,safety,TitanGrip,each,null,null,17.82,null,true,false,null,null,null,true
ppe,TIT-02419,titangrip,null,TitanGrip Ppe M8 #8,safety,TitanGrip,each,null,null,6.15,null,true,false,null,null,null,true
ppe,TIT-02425,titangrip,null,TitanGrip Ppe 1/4-20 #14,safety,TitanGrip,each,null,null,5.12,null,true,false,null,null,null,true
ppe,TIT-02428,titangrip,null,TitanGrip Ppe M12 #17,safety,TitanGrip,each,null,null,6.03,null,true,false,null,null,null,true
chemical_protection,TIT-02456,titangrip,null,TitanForce Chemical Protection M6 #18,safety,TitanForce,each,null,null,9.11,null,true,false,null,null,null,true
welding,APX-01644,apex,SKU-001644,Apex Elite Welding M8 #81,tools,Apex Elite,each,8.75,11.56,14.18,0.373,true,true,38.29,18.48,true,true
grinding_wheels,APX-01652,apex,SKU-001652,Apex Industrial Grinding Wheels 3/8-16 #1,abrasives,Apex Industrial,each,5.83,7.84,8.79,1.111,true,true,33.67,10.81,true,true
grinding_wheels,APX-01658,apex,SKU-001658,Apex Industrial Grinding Wheels M12 #7,abrasives,Apex Industrial,each,34.77,43.06,53.75,1.626,true,true,35.31,19.89,true,true
grinding_wheels,APX-01684,apex,SKU-001684,Apex Industrial Grinding Wheels 1/4-20 #33,abrasives,Apex Industrial,each,21.45,27.67,34.83,0.63,true,true,38.42,20.56,true,true
grinding_wheels,APX-01691,apex,SKU-001691,Apex Industrial Grinding Wheels 1/4-20 #40,abrasives,Apex Industrial,each,10.4,12.84,15.19,0.241,true,true,31.53,15.47,true,true
grinding_wheels,APX-01700,apex,SKU-001700,Apex Industrial Grinding Wheels 3/8-16 #49,abrasives,Apex Industrial,each,5.85,6.77,8.66,0.686,true,true,32.45,21.82,true,true
grinding_wheels,APX-01701,apex,SKU-001701,Apex Industrial Grinding Wheels M10 #50,abrasives,Apex Industrial,each,37.11,48.95,60.85,0.215,false,true,39.01,19.56,true,true
grinding_wheels,APX-01720,apex,SKU-001720,Apex Industrial Grinding Wheels 5/8-11 #69,abrasives,Apex Industrial,each,13.5,16.79,20.01,4.573,true,true,32.53,16.09,true,true
grinding_wheels,APX-01727,apex,SKU-001727,Apex Industrial Grinding Wheels M12 #76,abrasives,Apex Industrial,each,6.68,7.89,9.4,0.948,true,true,28.94,16.06,true,true
sanding_discs,APX-01740,apex,SKU-001740,Apex Industrial Sanding Discs M8 #4,abrasives,Apex Industrial,each,2.71,3.2,3.53,0.678,true,true,23.23,9.35,true,true
sanding_discs,APX-01764,apex,SKU-001764,Apex Industrial Sanding Discs M12 #28,abrasives,Apex Industrial,each,3.93,4.56,5.66,0.589,true,true,30.57,19.43,true,true
sanding_discs,APX-01797,apex,SKU-001797,Apex Industrial Sanding Discs 3/8-16 #61,abrasives,Apex Industrial,each,2.22,2.68,3.03,1.094,true,true,26.73,11.55,true,true
sanding_discs,APX-01805,apex,SKU-001805,Apex Industrial Sanding Discs M12 #69,abrasives,Apex Industrial,each,2.39,3.12,4.05,1.985,true,true,40.99,22.96,true,true
flap_wheels,APX-01841,apex,SKU-001841,Apex Industrial Flap Wheels M8 #25,abrasives,Apex Industrial,each,5.22,6.34,7.94,0.142,true,true,34.26,20.15,true,true
flap_wheels,APX-01873,apex,SKU-001873,Apex Industrial Flap Wheels 5/8-11 #57,abrasives,Apex Industrial,each,21.35,25,31.68,0.73,true,true,32.61,21.09,true,true
flap_wheels,APX-01894,apex,SKU-001894,Apex Industrial Flap Wheels M8 #78,abrasives,Apex Industrial,each,4.37,5.67,6.76,0.558,true,true,35.36,16.12,true,true
wire_brushes,APX-01915,apex,SKU-001915,Apex Elite Wire Brushes M10 #12,abrasives,Apex Elite,each,50.24,65.05,81.16,0.774,true,true,38.1,19.85,true,true
polishing,APX-02023,apex,SKU-002023,Apex Prime Polishing 3/8-16 #45,abrasives,Apex Prime,each,2.59,2.99,3.86,3.336,true,true,32.9,22.54,true,true
polishing,APX-02051,apex,SKU-002051,Apex Prime Polishing 1/4-20 #73,abrasives,Apex Prime,each,10.97,14.51,16.89,0.893,true,true,35.05,14.09,true,true
polishing,APX-02063,apex,SKU-002063,Apex Prime Polishing M10 #85,abrasives,Apex Prime,each,31.94,38.42,47,0.68,true,true,32.04,18.26,true,true
screws,TIT-02094,titangrip,null,TitanGrip Screws 5/8-11 #1,fasteners,TitanGrip,box_of_100,null,null,3.52,null,true,false,null,null,null,true
nuts_washers,TIT-02139,titangrip,null,TitanForce Nuts Washers 1/2-13 #16,fasteners,TitanForce,box_of_100,null,null,5.78,null,true,false,null,null,null,true
anchors,TIT-02184,titangrip,null,TitanGrip Pro Anchors 1/2-13 #28,fasteners,TitanGrip Pro,box_of_100,null,null,2.7,null,true,false,null,null,null,true
rivets,TIT-02224,titangrip,null,TitanGrip Pro Rivets M6 #34,fasteners,TitanGrip Pro,box_of_100,null,null,4.5,null,true,false,null,null,null,true
epoxy,TIT-02251,titangrip,null,TitanForce Epoxy 1/4-20 #26,adhesives,TitanForce,each,null,null,30.68,null,true,false,null,null,null,true
structural,TIT-02263,titangrip,null,TitanGrip Pro Structural M10 #6,adhesives,TitanGrip Pro,each,null,null,27.84,null,true,false,null,null,null,true
structural,TIT-02283,titangrip,null,TitanGrip Pro Structural 1/2-13 #26,adhesives,TitanGrip Pro,each,null,null,14.44,null,true,false,null,null,null,true
tape,TIT-02305,titangrip,null,TitanGrip Tape 1/4-20 #13,adhesives,TitanGrip,each,null,null,6.1,null,true,false,null,null,null,true
tape,TIT-02310,titangrip,null,TitanGrip Tape M12 #18,adhesives,TitanGrip,each,null,null,4.94,null,true,false,null,null,null,true
sealant,TIT-02321,titangrip,null,TitanGrip Pro Sealant M6 #2,adhesives,TitanGrip Pro,each,null,null,33.86,null,true,false,null,null,null,true
sealant,TIT-02324,titangrip,null,TitanGrip Pro Sealant M12 #5,adhesives,TitanGrip Pro,each,null,null,3.35,null,true,false,null,null,null,true
sealant,TIT-02331,titangrip,null,TitanGrip Pro Sealant 5/8-11 #12,adhesives,TitanGrip Pro,each,null,null,5,null,true,false,null,null,null,true
spray,TIT-02359,titangrip,null,TitanForce Spray M8 #13,adhesives,TitanForce,each,null,null,9.09,null,true,false,null,null,null,true
spray,TIT-02371,titangrip,null,TitanForce Spray 1/4-20 #25,adhesives,TitanForce,each,null,null,22.99,null,true,false,null,null,null,true
spray,TIT-02375,titangrip,null,TitanForce Spray M12 #29,adhesives,TitanForce,each,null,null,6.05,null,true,false,null,null,null,true
fall_protection,TIT-02389,titangrip,null,TitanGrip Fall Protection M6 #12,safety,TitanGrip,each,null,null,8.1,null,true,false,null,null,null,true
fall_protection,TIT-02401,titangrip,null,TitanGrip Fall Protection 1/2-13 #24,safety,TitanGrip,each,null,null,11.87,null,true,false,null,null,null,true
ppe,TIT-02429,titangrip,null,TitanGrip Ppe M10 #18,safety,TitanGrip,each,null,null,15.17,null,true,false,null,null,null,true
ppe,TIT-02432,titangrip,null,TitanGrip Ppe M8 #21,safety,TitanGrip,each,null,null,11.99,null,true,false,null,null,null,true
chemical_protection,TIT-02452,titangrip,null,TitanForce Chemical Protection 1/4-20 #14,safety,TitanForce,each,null,null,29.15,null,true,false,null,null,null,true
chemical_protection,TIT-02457,titangrip,null,TitanForce Chemical Protection M12 #19,safety,TitanForce,each,null,null,3.78,null,true,false,null,null,null,true
chemical_protection,TIT-02463,titangrip,null,TitanForce Chemical Protection 1/2-13 #25,safety,TitanForce,each,null,null,11.38,null,true,false,null,null,null,true
welding,APX-01649,apex,SKU-001649,Apex Elite Welding M6 #86,tools,Apex Elite,each,16.38,19.55,21.66,0.28,true,true,24.38,9.74,true,true
grinding_wheels,APX-01654,apex,SKU-001654,Apex Industrial Grinding Wheels M10 #3,abrasives,Apex Industrial,each,2.12,2.55,3,3.466,true,true,29.33,15,true,true
grinding_wheels,APX-01669,apex,SKU-001669,Apex Industrial Grinding Wheels 1/4-20 #18,abrasives,Apex Industrial,each,8.81,11.04,12.66,5.057,true,true,30.41,12.8,true,true
grinding_wheels,APX-01678,apex,SKU-001678,Apex Industrial Grinding Wheels 5/8-11 #27,abrasives,Apex Industrial,each,2.01,2.52,2.87,1.148,true,true,29.97,12.2,true,true
grinding_wheels,APX-01682,apex,SKU-001682,Apex Industrial Grinding Wheels 3/8-16 #31,abrasives,Apex Industrial,each,6.87,8.09,9.04,0.563,true,true,24,10.51,true,true
grinding_wheels,APX-01718,apex,SKU-001718,Apex Industrial Grinding Wheels M10 #67,abrasives,Apex Industrial,each,12.43,14.51,16.33,1.261,true,true,23.88,11.15,true,true
sanding_discs,APX-01760,apex,SKU-001760,Apex Industrial Sanding Discs M12 #24,abrasives,Apex Industrial,each,3.82,5.01,6.1,1.734,true,true,37.38,17.87,true,true
sanding_discs,APX-01769,apex,SKU-001769,Apex Industrial Sanding Discs 3/8-16 #33,abrasives,Apex Industrial,each,7.38,9.18,10.67,3.428,true,true,30.83,13.96,true,true
flap_wheels,APX-01844,apex,SKU-001844,Apex Industrial Flap Wheels M10 #28,abrasives,Apex Industrial,each,2.97,3.73,4.79,0.795,true,true,38,22.13,true,true
flap_wheels,APX-01882,apex,SKU-001882,Apex Industrial Flap Wheels 1/4-20 #66,abrasives,Apex Industrial,each,13.16,15.54,17.98,0.468,true,true,26.81,13.57,true,true
flap_wheels,APX-01887,apex,SKU-001887,Apex Industrial Flap Wheels 1/4-20 #71,abrasives,Apex Industrial,each,10.7,14.4,16.37,0.49,true,true,34.64,12.03,true,true
flap_wheels,APX-01889,apex,SKU-001889,Apex Industrial Flap Wheels 1/4-20 #73,abrasives,Apex Industrial,each,7.4,9.3,10.71,1.512,true,true,30.91,13.17,true,true
wire_brushes,APX-01929,apex,SKU-001929,Apex Elite Wire Brushes M12 #26,abrasives,Apex Elite,each,1.73,2.33,2.79,2.379,false,true,37.99,16.49,true,true
polishing,APX-02043,apex,SKU-002043,Apex Prime Polishing 5/8-11 #65,abrasives,Apex Prime,each,7.26,8.53,9.56,1.167,true,true,24.06,10.77,true,true
polishing,APX-02065,apex,SKU-002065,Apex Prime Polishing 5/8-11 #87,abrasives,Apex Prime,each,2.59,3.27,3.81,2.237,true,true,32.02,14.17,true,true
screws,TIT-02117,titangrip,null,TitanGrip Screws M12 #24,fasteners,TitanGrip,box_of_100,null,null,11.54,null,true,false,null,null,null,true
nuts_washers,TIT-02137,titangrip,null,TitanForce Nuts Washers 1/2-13 #14,fasteners,TitanForce,box_of_100,null,null,1.62,null,true,false,null,null,null,true
nuts_washers,TIT-02145,titangrip,null,TitanForce Nuts Washers 3/8-16 #22,fasteners,TitanForce,box_of_100,null,null,13.09,null,true,false,null,null,null,true
anchors,TIT-02181,titangrip,null,TitanGrip Pro Anchors M12 #25,fasteners,TitanGrip Pro,box_of_100,null,null,12.11,null,true,false,null,null,null,true
rivets,TIT-02192,titangrip,null,TitanGrip Pro Rivets M12 #2,fasteners,TitanGrip Pro,box_of_100,null,null,6.01,null,true,false,null,null,null,true
epoxy,TIT-02226,titangrip,null,TitanForce Epoxy M6 #1,adhesives,TitanForce,each,null,null,8.19,null,true,false,null,null,null,true
epoxy,TIT-02235,titangrip,null,TitanForce Epoxy 5/8-11 #10,adhesives,TitanForce,each,null,null,8.33,null,true,false,null,null,null,true
epoxy,TIT-02249,titangrip,null,TitanForce Epoxy 1/2-13 #24,adhesives,TitanForce,each,null,null,4.54,null,true,false,null,null,null,true
epoxy,TIT-02252,titangrip,null,TitanForce Epoxy 1/4-20 #27,adhesives,TitanForce,each,null,null,11.63,null,true,false,null,null,null,true
structural,TIT-02267,titangrip,null,TitanGrip Pro Structural 5/8-11 #10,adhesives,TitanGrip Pro,each,null,null,2.8,null,true,false,null,null,null,true
structural,TIT-02271,titangrip,null,TitanGrip Pro Structural 3/8-16 #14,adhesives,TitanGrip Pro,each,null,null,2.59,null,true,false,null,null,null,true
tape,TIT-02294,titangrip,null,TitanGrip Tape 1/4-20 #2,adhesives,TitanGrip,each,null,null,25.96,null,true,false,null,null,null,true
tape,TIT-02296,titangrip,null,TitanGrip Tape 1/2-13 #4,adhesives,TitanGrip,each,null,null,7.14,null,true,false,null,null,null,true
sealant,TIT-02326,titangrip,null,TitanGrip Pro Sealant M10 #7,adhesives,TitanGrip Pro,each,null,null,9.66,null,true,false,null,null,null,true
sealant,TIT-02345,titangrip,null,TitanGrip Pro Sealant M6 #26,adhesives,TitanGrip Pro,each,null,null,20.03,null,true,false,null,null,null,true
spray,TIT-02350,titangrip,null,TitanForce Spray 1/2-13 #4,adhesives,TitanForce,each,null,null,8.01,null,true,false,null,null,null,true
spray,TIT-02373,titangrip,null,TitanForce Spray M12 #27,adhesives,TitanForce,each,null,null,20.41,null,true,false,null,null,null,true
fall_protection,TIT-02379,titangrip,null,TitanGrip Fall Protection 3/8-16 #2,safety,TitanGrip,each,null,null,35.2,null,true,false,null,null,null,true
ppe,TIT-02413,titangrip,null,TitanGrip Ppe 3/8-16 #2,safety,TitanGrip,each,null,null,10.37,null,true,false,null,null,null,true
grinding_wheels,APX-01674,apex,SKU-001674,Apex Industrial Grinding Wheels 1/4-20 #23,abrasives,Apex Industrial,each,0.95,1.27,1.59,4.541,true,true,40.25,20.13,true,true
grinding_wheels,APX-01683,apex,SKU-001683,Apex Industrial Grinding Wheels 5/8-11 #32,abrasives,Apex Industrial,each,2.97,3.96,4.66,1.056,true,true,36.27,15.02,true,true
grinding_wheels,APX-01686,apex,SKU-001686,Apex Industrial Grinding Wheels M12 #35,abrasives,Apex Industrial,each,1.89,2.19,2.65,2.174,false,true,28.68,17.36,true,true
grinding_wheels,APX-01688,apex,SKU-001688,Apex Industrial Grinding Wheels 3/8-16 #37,abrasives,Apex Industrial,each,4.38,5.81,7.28,1.234,true,true,39.84,20.19,true,true
grinding_wheels,APX-01692,apex,SKU-001692,Apex Industrial Grinding Wheels 1/2-13 #41,abrasives,Apex Industrial,each,5.92,7.63,8.55,1.397,true,true,30.76,10.76,true,true
grinding_wheels,APX-01728,apex,SKU-001728,Apex Industrial Grinding Wheels 1/4-20 #77,abrasives,Apex Industrial,each,8.91,10.92,12.71,1.582,true,true,29.9,14.08,true,true
sanding_discs,APX-01741,apex,SKU-001741,Apex Industrial Sanding Discs 3/8-16 #5,abrasives,Apex Industrial,each,2.05,2.68,3.08,0.574,true,true,33.44,12.99,true,true
sanding_discs,APX-01744,apex,SKU-001744,Apex Industrial Sanding Discs 1/4-20 #8,abrasives,Apex Industrial,each,11.52,13.41,15.76,7.984,true,true,26.9,14.91,true,true
sanding_discs,APX-01754,apex,SKU-001754,Apex Industrial Sanding Discs M6 #18,abrasives,Apex Industrial,each,2.61,3.15,3.99,0.332,true,true,34.59,21.05,true,true
sanding_discs,APX-01756,apex,SKU-001756,Apex Industrial Sanding Discs M10 #20,abrasives,Apex Industrial,each,15.04,18.36,20.66,0.349,true,true,27.2,11.13,true,true
sanding_discs,APX-01761,apex,SKU-001761,Apex Industrial Sanding Discs M8 #25,abrasives,Apex Industrial,each,7.91,9.44,10.38,1.045,true,true,23.8,9.06,true,true
flap_wheels,APX-01836,apex,SKU-001836,Apex Industrial Flap Wheels 1/2-13 #20,abrasives,Apex Industrial,each,2.52,3.06,3.38,0.492,true,true,25.44,9.47,true,true
flap_wheels,APX-01837,apex,SKU-001837,Apex Industrial Flap Wheels M6 #21,abrasives,Apex Industrial,each,6.88,9.2,11.05,5.067,true,true,37.74,16.74,true,true
flap_wheels,APX-01876,apex,SKU-001876,Apex Industrial Flap Wheels 3/8-16 #60,abrasives,Apex Industrial,each,2.45,3.14,3.96,0.763,true,true,38.13,20.71,true,true
wire_brushes,APX-01907,apex,SKU-001907,Apex Elite Wire Brushes M12 #4,abrasives,Apex Elite,each,18.46,21.99,28.34,0.544,true,true,34.86,22.41,true,true
wire_brushes,APX-01936,apex,SKU-001936,Apex Elite Wire Brushes M6 #33,abrasives,Apex Elite,each,17.49,20.84,26,5.587,true,true,32.73,19.85,true,true
wire_brushes,APX-01942,apex,SKU-001942,Apex Elite Wire Brushes M6 #39,abrasives,Apex Elite,each,5.76,7.44,9.42,0.492,true,true,38.85,21.02,true,true
wire_brushes,APX-01962,apex,SKU-001962,Apex Elite Wire Brushes 3/8-16 #59,abrasives,Apex Elite,each,7.92,9.58,12.3,0.124,true,true,35.61,22.11,true,true
wire_brushes,APX-01966,apex,SKU-001966,Apex Elite Wire Brushes 5/8-11 #63,abrasives,Apex Elite,each,14.45,19.34,21.66,0.309,true,true,33.29,10.71,true,true
wire_brushes,APX-01977,apex,SKU-001977,Apex Elite Wire Brushes 1/2-13 #74,abrasives,Apex Elite,each,1.29,1.54,1.75,2.489,true,true,26.29,12,true,true
polishing,APX-01982,apex,SKU-001982,Apex Prime Polishing M8 #4,abrasives,Apex Prime,each,8.95,10.72,13.25,0.199,false,true,32.45,19.09,true,true
polishing,APX-02015,apex,SKU-002015,Apex Prime Polishing M6 #37,abrasives,Apex Prime,each,5.09,6.37,7.08,1.421,true,true,28.11,10.03,true,true
polishing,APX-02025,apex,SKU-002025,Apex Prime Polishing M12 #47,abrasives,Apex Prime,each,6.14,7.98,9.03,0.478,true,true,32,11.63,true,true
polishing,APX-02064,apex,SKU-002064,Apex Prime Polishing M12 #86,abrasives,Apex Prime,each,2.01,2.53,3.2,1.204,true,true,37.19,20.94,true,true
hex_bolts,TIT-02088,titangrip,null,TitanGrip Hex Bolts 1/2-13 #23,fasteners,TitanGrip,box_of_100,null,null,12.52,null,true,false,null,null,null,true
screws,TIT-02099,titangrip,null,TitanGrip Screws M12 #6,fasteners,TitanGrip,box_of_100,null,null,8.32,null,true,false,null,null,null,true
screws,TIT-02105,titangrip,null,TitanGrip Screws M8 #12,fasteners,TitanGrip,box_of_100,null,null,6.87,null,true,false,null,null,null,true
nuts_washers,TIT-02152,titangrip,null,TitanForce Nuts Washers M10 #29,fasteners,TitanForce,box_of_100,null,null,8.32,null,true,false,null,null,null,true
anchors,TIT-02168,titangrip,null,TitanGrip Pro Anchors M8 #12,fasteners,TitanGrip Pro,box_of_100,null,null,12.64,null,true,false,null,null,null,true
anchors,TIT-02171,titangrip,null,TitanGrip Pro Anchors 3/8-16 #15,fasteners,TitanGrip Pro,box_of_100,null,null,11,null,false,false,null,null,null,true
anchors,TIT-02176,titangrip,null,TitanGrip Pro Anchors M12 #20,fasteners,TitanGrip Pro,box_of_100,null,null,23.26,null,true,false,null,null,null,true
anchors,TIT-02180,titangrip,null,TitanGrip Pro Anchors 3/8-16 #24,fasteners,TitanGrip Pro,box_of_100,null,null,31.66,null,true,false,null,null,null,true
rivets,TIT-02193,titangrip,null,TitanGrip Pro Rivets M8 #3,fasteners,TitanGrip Pro,box_of_100,null,null,3.64,null,true,false,null,null,null,true
rivets,TIT-02195,titangrip,null,TitanGrip Pro Rivets M8 #5,fasteners,TitanGrip Pro,box_of_100,null,null,4.52,null,true,false,null,null,null,true
rivets,TIT-02201,titangrip,null,TitanGrip Pro Rivets 1/4-20 #11,fasteners,TitanGrip Pro,box_of_100,null,null,8.45,null,true,false,null,null,null,true
rivets,TIT-02218,titangrip,null,TitanGrip Pro Rivets 1/4-20 #28,fasteners,TitanGrip Pro,box_of_100,null,null,54.92,null,true,false,null,null,null,true
structural,TIT-02290,titangrip,null,TitanGrip Pro Structural M8 #33,adhesives,TitanGrip Pro,each,null,null,10.27,null,true,false,null,null,null,true
